컨텐츠 아이디,공원 명,지번주소 코드,지번주소,도로명주소 코드,도로명주소,X좌표(LNG),Y좌표(LAT),컨텐츠상세필드명1,컨텐츠상세명11,컨텐츠상세필드명12,컨텐츠상세명12,컨텐츠상세필드명13,컨텐츠상세명13,컨텐츠상세필드명14,컨텐츠상세명14,컨텐츠상세필드명15,컨텐츠상세명15,컨텐츠상세필드명16,컨텐츠상세명16,컨텐츠상세필드명17,컨텐츠상세명17,컨텐츠상세필드명18,컨텐츠상세명18,컨텐츠상세필드명19,컨텐츠상세명19,컨텐츠상세필드명20,컨텐츠상세명20
중구-무학봉근린공원-1,무학봉근린공원,,서울특별시 중구 신당동 산 12-75,,서울특별시 중구 난계로6길 8,127.0248611,37.56222222,공원명,,,,,,,,,,,,,,,,,,,
서대문구-궁둥 근린공원(샘터)-1,궁둥 근린공원(샘터),,서울특별시 서대문구 연희동 444-114,1.14E+21,서울특별시 서대문구 연희로11아길 20-22,126.9248889,37.57066667,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-이촌한강공원-3,이촌한강공원,1.12E+18,서울특별시 성동구 옥수동 168-1,,서울특별시 성동구 동호로 21,127.0196141,37.54142912,공원명,,,,,,,,,,,,,,,,,,,
서대문구-홍연 어린이공원-1,홍연 어린이공원,,서울특별시 서대문구 홍은동 402-29,,서울특별시 서대문구 증가로10길 96-9,126.9269167,37.58013889,공원명,,,,,,,,,,,,,,,,,,,
서대문구-홍록배드민턴장-1,홍록배드민턴장,,서울특별시 서대문구 홍은동 산 1-85,,,126.9409444,37.60161111,공원명,,,,,,,,,,,,,,,,,,,
종로구-참샘골어린이공원-1,참샘골어린이공원,1.11E+18,서울특별시 종로구 평창동 476-25,,서울특별시 종로구 평창길 272,126.9746389,37.61491667,공원명,,,,,,,,,,,,,,,,,,,
성동구-논골새싹어린이공원-1,논골새싹어린이공원,,서울특별시 성동구 금호동1가 164-1,,서울특별시 성동구 행당로5길 15-1,127.0250833,37.55697222,공원명,,,,,,,,,,,,,,,,,,,
성북구-꿈나라어린이공원-1,꿈나라어린이공원,1.13E+18,서울특별시 성북구 보문동7가 109-1,,서울특별시 성북구 안암로1길 22,127.0231045,37.57989483,공원명,,,,,,,,,,,,,,,,,,,
성북구-성북천공원-1,성북천공원,1.13E+18,서울특별시 성북구 안암동4가 6,,서울특별시 성북구 안암로5길 44-1,127.0231516,37.58094959,공원명,,,,,,,,,,,,,,,,,,,
서대문구-백련근린공원-1,백련근린공원,,서울특별시 서대문구 홍은동 188-72,,서울특별시 서대문구 연희로41길 162,126.934591,37.5963028,공원명,,,,,,,,,,,,,,,,,,,
서대문구-연남어린이공원,서대문구-연남어린이공원,,서울특별시 서대문구 남가좌동 326-8,,서울특별시 서대문구 증가로8길 36,126.9252704,37.57832695,상세위치,,,,,,,,,,,,,,,,,,,
마포구-동교어린이 공원-1,동교어린이 공원,1.14E+18,서울특별시 마포구 동교동 197-17,,서울특별시 마포구 연남로 3,126.9233333,37.56019444,공원명,,,,,,,,,,,,,,,,,,,
마포구-와우 어린이공원-1,와우 어린이공원,1.14E+18,서울특별시 마포구 상수동 72-7,,서울특별시 마포구 독막로19길 20-13,126.9253889,37.54880556,공원명,,,,,,,,,,,,,,,,,,,
서대문구-연서 어린이공원-1,연서 어린이공원,1.14E+18,서울특별시 서대문구 연희동 519-130,,서울특별시 서대문구 홍제천로 70-1,126.9232222,37.57219444,공원명,,,,,,,,,,,,,,,,,,,
서대문구-홍제천변 음수대-2,홍제천변 음수대,1.14E+18,서울특별시 서대문구 남가좌동 332-27,,서울특별시 서대문구 모래내로 213,126.9233611,37.57344444,공원명,,,,,,,,,,,,,,,,,,,
성동구-무학봉어린이공원-2,무학봉어린이공원,1.12E+18,서울특별시 성동구 하왕십리동 1052,,서울특별시 성동구 난계로 114-31,127.027,37.562,공원명,,,,,,,,,,,,,,,,,,,
성동구-무학봉어린이공원-1,무학봉어린이공원,1.12E+18,서울특별시 성동구 하왕십리동 990-7,,서울특별시 성동구 왕십리로31길 29,127.027102,37.56159777,공원명,,,,,,,,,,,,,,,,,,,
성동구-무학봉어린이공원-3,무학봉어린이공원,1.12E+18,서울특별시 성동구 하왕십리동 890-349,,서울특별시 성동구 왕십리로31길 21-1,127.0273889,37.56275,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-이촌한강공원-2,이촌한강공원,1.12E+18,서울특별시 성동구 금호동4가 1524-1,,,127.0227828,37.54244697,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-이촌한강공원-1,이촌한강공원,1.12E+18,서울특별시 성동구 금호동4가 1523-2,,,127.0234275,37.54341402,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(여의도안내센터)-16,한강시민공원(여의도안내센터),1.16E+18,서울특별시 영등포구 여의도동 86-8,,서울특별시 영등포구 여의동로 280,126.9386286,37.52472139,공원명,,,,,,,,,,,,,,,,,,,
성동구-꽃재어린이공원,성동구-꽃재어린이공원,,서울특별시 성동구 하왕십리동 1069,,서울특별시 성동구 마장로 161,127.0282638,37.56723495,상세위치,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(여의도안내센터)-20,한강시민공원(여의도안내센터),1.16E+18,서울특별시 영등포구 여의도동 85,,,126.9371312,37.52519198,공원명,,,,,,,,,,,,,,,,,,,
동부녹지-응봉근린공원-9,응봉근린공원,1.12E+18,서울특별시 성동구 금호동1가 산 37-1,,서울특별시 성동구 독서당로57가길 24,127.0278686,37.55406105,공원명,,,,,,,,,,,,,,,,,,,
동대문구-용두5구역어린이공원-1,용두5구역어린이공원,,서울특별시 동대문구 용두동 251-21,,서울특별시 동대문구 청계천로 461,127.0285402,37.57100234,공원명,,,,,,,,,,,,,,,,,,,
동대문구-성북천-1,성북천,1.12E+18,서울특별시 동대문구 용두동 238-170,,서울특별시 동대문구 천호대로9길 6,127.0281389,37.57433333,공원명,,,,,,,,,,,,,,,,,,,
동작구-노들나루공원(노량진배수지시민공원)-1,노들나루공원(노량진배수지시민공원),1.16E+18,서울특별시 동작구 본동 258-1,,서울특별시 동작구 노량진로 247,126.9543333,37.51361111,공원명,,,,,,,,,,,,,,,,,,,
동부녹지-응봉근린공원-7,응봉근린공원,1.12E+18,서울특별시 성동구 금호동1가 산 37-1,,서울특별시 성동구 독서당로57가길 24,127.0282256,37.55355547,공원명,,,,,,,,,,,,,,,,,,,
서대문구-명물소공원-1,명물소공원,1.14E+18,서울특별시 서대문구 창천동 2-23,,서울특별시 서대문구 명물길 49,126.9391389,37.55897222,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(이촌지구)-16,한강시민공원(이촌지구),1.12E+18,서울특별시 용산구 이촌동 376,,서울특별시 용산구 양녕로 495,126.959046,37.52140055,공원명,,,,,,,,,,,,,,,,,,,
성북구-성북근린공원-1,성북근린공원,1.13E+18,서울특별시 성북구 성북동 168-274,,,127.00725,37.59641667,공원명,,,,,,,,,,,,,,,,,,,
마포구-현석어린이공원-1,현석어린이공원,1.14E+18,서울특별시 마포구 현석동 22,,서울특별시 마포구 신수로 27-8,126.9333333,37.54430556,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(이촌지구)-14,한강시민공원(이촌지구),1.12E+18,서울특별시 용산구 이촌동 370-1,,,126.9660453,37.51902579,공원명,,,,,,,,,,,,,,,,,,,
마포구-와우산 체육공원-1,와우산 체육공원,,서울특별시 마포구 창전동 3-242,1.14E+21,서울특별시 마포구 와우산로30길 81,126.93025,37.55227778,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(이촌지구)-11,한강시민공원(이촌지구),1.12E+18,서울특별시 용산구 이촌동 302-17,,,126.9691505,37.51837954,공원명,,,,,,,,,,,,,,,,,,,
서대문구-연희푸르지오공원-1,연희푸르지오공원,,서울특별시 서대문구 연희동 747-1,1.14E+21,서울특별시 서대문구 홍연길 63-4,126.9300289,37.5765933,공원명,,,,,,,,,,,,,,,,,,,
성동구-금호근린공원-1,금호근린공원,1.12E+18,서울특별시 성동구 금호동3가 1266,,서울특별시 성동구 금호산9길 9,127.0188889,37.54972222,공원명,,,,,,,,,,,,,,,,,,,
성북구-동망봉어린이공원-1,동망봉어린이공원,,서울특별시 성북구 보문동3가 229-1,,서울특별시 성북구 보문사길 30,127.0170556,37.58377778,공원명,,,,,,,,,,,,,,,,,,,
서대문구-홍제천변 음수대-3,홍제천변 음수대,1.14E+18,서울특별시 서대문구 홍은동 405-8,,서울특별시 서대문구 모래내로 285,126.9299722,37.57755556,공원명,,,,,,,,,,,,,,,,,,,
마포구-현석동 마을마당-1,현석동 마을마당,1.14E+18,서울특별시 마포구 현석동 159-3,,서울특별시 마포구 신수로3길 3-11,126.9335,37.54208333,공원명,,,,,,,,,,,,,,,,,,,
성동구-대현산배수지공원-2,대현산배수지공원,1.12E+18,서울특별시 성동구 금호동1가 101,,서울특별시 성동구 금호로 166-1,127.0210319,37.55603676,공원명,,,,,,,,,,,,,,,,,,,
용산구-이촌한우리공원-1,이촌한우리공원,1.12E+18,서울특별시 용산구 이촌동 301-165,,서울특별시 용산구 이촌로 318,126.981307,37.51753445,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(이촌지구)-13,한강시민공원(이촌지구),1.12E+18,서울특별시 용산구 이촌동 302-17,,서울특별시 용산구 이촌로72길 62,126.9691667,37.51722222,공원명,,,,,,,,,,,,,,,,,,,
마포구-서강나루문화공원-1,서강나루문화공원,,서울특별시 마포구 창전동 150-32,,서울특별시 마포구 토정로 185,126.9312778,37.54536111,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원망원지구-3,한강시민공원망원지구,1.14E+18,서울특별시 마포구 현석동 218,,,126.9330278,37.54172222,공원명,,,,,,,,,,,,,,,,,,,
성동구-대현산배수지공원-1,대현산배수지공원,1.12E+18,서울특별시 중구 신당동 36,,,127.0216737,37.55836034,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(이촌지구)-12,한강시민공원(이촌지구),1.12E+18,서울특별시 용산구 이촌동 302-17,,서울특별시 용산구 이촌로72길 62,126.9694444,37.51694444,공원명,,,,,,,,,,,,,,,,,,,
서대문구-홍남어린이공원,서대문구-홍남어린이공원,,서울특별시 서대문구 홍은동 405-3,,서울특별시 서대문구 증가로4길 81,126.9292132,37.57811398,상세위치,,,,,,,,,,,,,,,,,,,
국립서울현충원-현충원-11,현충원,,서울특별시 동작구 동작동 187-9,1.16E+21,서울특별시 동작구 현충로 210,126.977388,37.50143474,공원명,,,,,,,,,,,,,,,,,,,
서대문구-북한산 호박골지구-1,북한산 호박골지구,,서울특별시 서대문구 홍은동 10-6,,서울특별시 서대문구 홍은중앙로9나길 55-27,126.9471667,37.60302778,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(이촌지구)-10,한강시민공원(이촌지구),1.12E+18,서울특별시 용산구 이촌동 302-17,,,126.9719982,37.51652425,공원명,,,,,,,,,,,,,,,,,,,
종로구-숭인어린이놀이터-1,숭인어린이놀이터,1.11E+18,서울특별시 종로구 숭인동 520,,서울특별시 종로구 숭인동1나길 19-12,127.0204444,37.57788889,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(이촌지구)-20,한강시민공원(이촌지구),1.12E+18,서울특별시 용산구 이촌동 302-133,,,126.9729553,37.51640234,공원명,,,,,,,,,,,,,,,,,,,
서대문구-정원소공원-1,정원소공원,1.14E+18,서울특별시 서대문구 홍은동 265-138,,서울특별시 서대문구 연희로39길 78,126.9323889,37.58641667,공원명,,,,,,,,,,,,,,,,,,,
서대문구-북한산 홍은한마당-1,북한산 홍은한마당,,서울특별시 서대문구 홍은동 14-22,,서울특별시 서대문구 홍은중앙로3길 84,126.9442778,37.60113889,공원명,,,,,,,,,,,,,,,,,,,
서대문구-궁동산 놀이터-1,궁동산 놀이터,1.14E+18,서울특별시 서대문구 연희동 105-12,,서울특별시 서대문구 연희로11자길 14-42,126.9275833,37.57291667,공원명,,,,,,,,,,,,,,,,,,,
서대문구-북한산 돌산축구장-1,북한산 돌산축구장,,서울특별시 서대문구 홍은동 10-305,,,126.9466111,37.60313889,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(이촌지구)-8,한강시민공원(이촌지구),1.12E+18,서울특별시 용산구 이촌동 338-1,,,126.975,37.51583333,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(이촌지구)-1,한강시민공원(이촌지구),1.12E+18,서울특별시 용산구 한남동 782-1,,,127.007376,37.52833387,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(이촌지구)-9,한강시민공원(이촌지구),1.12E+18,서울특별시 용산구 이촌동 363-1,,,126.9782449,37.51566643,공원명,,,,,,,,,,,,,,,,,,,
종로구-감나무골어린이공원-1,감나무골어린이공원,1.11E+18,서울특별시 종로구 평창동 495-6,,서울특별시 종로구 평창길 212-6,126.9706111,37.61263889,공원명,,,,,,,,,,,,,,,,,,,
서대문구-백련근린공원-2,백련근린공원,,서울특별시 서대문구 홍은동 199-3,,서울특별시 서대문구 연희로41가길 21-8,126.9335781,37.59019136,공원명,,,,,,,,,,,,,,,,,,,
서대문구-백련근린공원-3,백련근린공원,,서울특별시 서대문구 홍은동 265-147,,서울특별시 서대문구 연희로39나길 30,126.9321033,37.58788585,공원명,,,,,,,,,,,,,,,,,,,
성동구-미소어린이공원-1,미소어린이공원,1.12E+18,서울특별시 성동구 하왕십리동 1058,,서울특별시 성동구 난계로 73,127.0234167,37.55975,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(이촌지구)-6,한강시민공원(이촌지구),1.12E+18,서울특별시 용산구 이촌동 363-1,,,126.9802,37.51522212,공원명,,,,,,,,,,,,,,,,,,,
용산구-노들섬-1,노들섬,1.12E+18,서울특별시 용산구 이촌동 302-146,,서울특별시 용산구 양녕로 445,126.9584903,37.51764612,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(이촌지구)-2,한강시민공원(이촌지구),1.12E+18,서울특별시 용산구 보광동 445-1,,,127.0021445,37.52321703,공원명,,,,,,,,,,,,,,,,,,,
한강사업본부-한강시민공원(이촌지구)-4,한강시민공원(이촌지구),1.12E+18,서울특별시 용산구 서빙고동 288,,,126.9868409,37.5162449,공원명,,,,,,,,,,,,,,,,,,,
서대문구-명물소공원-2,명물소공원,1.14E+18,서울특별시 서대문구 창천동 2-23,,서울특별시 서대문구 명물길 49,126.9391111,37.55897222,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-낙산공원-6,낙산공원,1.11E+18,서울특별시 종로구 동숭동 50-111,,서울특별시 종로구 낙산길 54,127.0070278,37.58025,공원명,,,,,,,,,,,,,,,,,,,
시설관리공단-청계천-1,청계천,1.11E+18,서울특별시 종로구 창신동 436-91,,서울특별시 종로구 청계천로 295,127.0103784,37.569822,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-낙산공원-4,낙산공원,1.11E+18,서울특별시 종로구 이화동 9-318,,서울특별시 종로구 낙산성곽서길 103-2,127.0085833,37.57688889,공원명,,,,,,,,,,,,,,,,,,,
서대문구-인왕산 쌈지마당-1,인왕산 쌈지마당,1.14E+18,서울특별시 서대문구 홍제동 10-9,,서울특별시 서대문구 문화촌2길 26,126.9503048,37.59102757,공원명,,,,,,,,,,,,,,,,,,,
성북구-성북동쉼터-1,성북동쉼터,,서울특별시 종로구 명륜1가 1,,서울특별시 종로구 혜화로 63,126.9981111,37.592,공원명,,,,,,,,,,,,,,,,,,,
서대문구-홍제아이파크놀이터-1,홍제아이파크놀이터,1.14E+18,서울특별시 서대문구 홍제동 473-1,,서울특별시 서대문구 모래내로24길 1,126.944147,37.58437838,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-낙산공원-7,낙산공원,1.13E+18,서울특별시 성북구 삼선동1가 292-5,,서울특별시 성북구 삼선교로4길 114-14,127.00675,37.58216667,공원명,,,,,,,,,,,,,,,,,,,
종로구-창이어린이놀이터-1,창이어린이놀이터,1.11E+18,서울특별시 종로구 창신동 622-2,,서울특별시 종로구 낙산성곽동길 69,127.0085992,37.5786388,공원명,,,,,,,,,,,,,,,,,,,
서부녹지-경의선숲길-2,경의선숲길,1.14E+18,서울특별시 마포구 대흥동 405-4,,서울특별시 마포구 독막로 257,126.942213,37.54642486,공원명,,,,,,,,,,,,,,,,,,,
마포구-도화소 어린이공원-1,도화소 어린이공원,1.14E+18,서울특별시 마포구 도화동 544,,서울특별시 마포구 큰우물로 76,126.9456944,37.54111111,공원명,,,,,,,,,,,,,,,,,,,
마포구-대흥어린이공원-1,대흥어린이공원,1.14E+18,서울특별시 마포구 대흥동 549-2,,서울특별시 마포구 토정로31길 55-10,126.9435833,37.54363889,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-낙산공원-8,낙산공원,,서울특별시 종로구 동숭동 50-151,,,127.0080185,37.58083341,공원명,,,,,,,,,,,,,,,,,,,
서대문구-안산도시자연공원-1,안산도시자연공원,1.14E+18,서울특별시 서대문구 연희동 산 2-13,,,126.9397778,37.57722222,공원명,,,,,,,,,,,,,,,,,,,
중부녹지-낙산공원-9,낙산공원,,서울특별시 종로구 동숭동 50-153,1.11E+21,서울특별시 종로구 낙산성곽서길 184,127.0085772,37.58026563,공원명,,,,,,,,,,,,,,,,,,,
마포구-복사꽃 공원-1,복사꽃 공원,,서울특별시 마포구 도화동 533,,서울특별시 마포구 마포대로4길 11-1,126.9464444,37.53902778,공원명,,,,,,,,,,,,,,,,,,,
마포구-삼개어린이공원-1,삼개어린이공원,1.14E+18,서울특별시 마포구 도화동 555-1,,서울특별시 마포구 토정로37길 12,126.9450278,37.54061111,공원명,,,,,,,,,,,,,,,,,,,
